,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,class_names
1954,dataset\cars_train\01955.jpg,334,551,1260,1014,139,Hyundai Azera Sedan 2012
1955,dataset\cars_train\01956.jpg,14,63,478,320,55,Chevrolet Corvette ZR1 2012
1956,dataset\cars_train\01957.jpg,15,188,463,350,134,Hyundai Elantra Sedan 2007
1957,dataset\cars_train\01958.jpg,5,21,273,126,84,Dodge Caravan Minivan 1997
1958,dataset\cars_train\01959.jpg,71,137,910,601,65,Chevrolet Cobalt SS 2010
1959,dataset\cars_train\01960.jpg,59,224,915,708,168,Nissan NV Passenger Van 2012
1960,dataset\cars_train\01961.jpg,21,114,500,452,66,Chevrolet Malibu Hybrid Sedan 2010
1961,dataset\cars_train\01962.jpg,69,66,559,333,170,Nissan 240SX Coupe 1998
1962,dataset\cars_train\01963.jpg,7,123,637,397,71,Chevrolet Monte Carlo Coupe 2007
1963,dataset\cars_train\01964.jpg,160,170,1007,683,91,Dodge Magnum Wagon 2008
1964,dataset\cars_train\01965.jpg,38,10,255,199,77,Chrysler Town and Country Minivan 2012
1965,dataset\cars_train\01966.jpg,24,37,276,169,31,BMW X5 SUV 2007
1966,dataset\cars_train\01967.jpg,2,1,259,194,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
1967,dataset\cars_train\01968.jpg,41,97,608,392,46,Buick Regal GS 2012
1968,dataset\cars_train\01969.jpg,25,120,615,361,83,Dodge Caliber Wagon 2007
1969,dataset\cars_train\01970.jpg,32,79,431,228,15,Audi V8 Sedan 1994
1970,dataset\cars_train\01971.jpg,92,459,1215,889,76,Chrysler Sebring Convertible 2010
1971,dataset\cars_train\01972.jpg,37,67,237,168,4,Acura TSX Sedan 2012
1972,dataset\cars_train\01973.jpg,16,12,188,115,157,Maybach Landaulet Convertible 2012
1973,dataset\cars_train\01974.jpg,99,114,306,191,189,Volkswagen Golf Hatchback 2012
1974,dataset\cars_train\01975.jpg,159,307,997,605,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
1975,dataset\cars_train\01976.jpg,38,154,474,301,160,Mercedes-Benz 300-Class Convertible 1993
1976,dataset\cars_train\01977.jpg,53,45,530,370,86,Dodge Ram Pickup 3500 Quad Cab 2009
1977,dataset\cars_train\01978.jpg,13,23,244,160,50,Cadillac CTS-V Sedan 2012
1978,dataset\cars_train\01979.jpg,131,264,470,434,106,Ford Mustang Convertible 2007
1979,dataset\cars_train\01980.jpg,97,193,923,631,147,Jeep Grand Cherokee SUV 2012
1980,dataset\cars_train\01981.jpg,25,34,413,235,30,BMW 6 Series Convertible 2007
1981,dataset\cars_train\01982.jpg,19,68,476,338,106,Ford Mustang Convertible 2007
1982,dataset\cars_train\01983.jpg,102,163,723,454,52,Cadillac Escalade EXT Crew Cab 2007
1983,dataset\cars_train\01984.jpg,12,189,741,415,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
1984,dataset\cars_train\01985.jpg,35,162,624,456,183,Suzuki SX4 Sedan 2012
1985,dataset\cars_train\01986.jpg,47,85,588,374,126,Honda Odyssey Minivan 2007
1986,dataset\cars_train\01987.jpg,64,123,548,346,51,Cadillac SRX SUV 2012
1987,dataset\cars_train\01988.jpg,32,52,593,324,104,Fisker Karma Sedan 2012
1988,dataset\cars_train\01989.jpg,145,182,659,440,143,Jaguar XK XKR 2012
1989,dataset\cars_train\01990.jpg,20,75,462,331,32,BMW X6 SUV 2012
1990,dataset\cars_train\01991.jpg,63,28,632,351,32,BMW X6 SUV 2012
1991,dataset\cars_train\01992.jpg,31,1,640,220,193,Volvo 240 Sedan 1993
1992,dataset\cars_train\01993.jpg,31,110,405,263,33,BMW M3 Coupe 2012
1993,dataset\cars_train\01994.jpg,28,36,250,143,37,BMW Z4 Convertible 2012
1994,dataset\cars_train\01995.jpg,84,87,621,411,152,Lamborghini Diablo Coupe 2001
1995,dataset\cars_train\01996.jpg,128,126,767,437,164,Mercedes-Benz S-Class Sedan 2012
1996,dataset\cars_train\01997.jpg,147,178,951,633,191,Volkswagen Beetle Hatchback 2012
1997,dataset\cars_train\01998.jpg,12,39,237,166,107,Ford Freestar Minivan 2007
1998,dataset\cars_train\01999.jpg,68,120,433,330,123,HUMMER H3T Crew Cab 2010
1999,dataset\cars_train\02000.jpg,38,75,380,193,39,Bentley Arnage Sedan 2009
2000,dataset\cars_train\02001.jpg,56,110,609,440,147,Jeep Grand Cherokee SUV 2012
2001,dataset\cars_train\02002.jpg,8,1,272,134,51,Cadillac SRX SUV 2012
2002,dataset\cars_train\02003.jpg,10,340,1591,950,100,Ferrari FF Coupe 2012
2003,dataset\cars_train\02004.jpg,50,162,640,425,4,Acura TSX Sedan 2012
2004,dataset\cars_train\02005.jpg,17,75,279,158,140,Infiniti G Coupe IPL 2012
2005,dataset\cars_train\02006.jpg,57,43,194,127,33,BMW M3 Coupe 2012
2006,dataset\cars_train\02007.jpg,24,16,454,304,13,Audi TTS Coupe 2012
2007,dataset\cars_train\02008.jpg,31,146,615,444,114,Ford Focus Sedan 2007
2008,dataset\cars_train\02009.jpg,14,22,262,122,24,Audi TT RS Coupe 2012
2009,dataset\cars_train\02010.jpg,66,46,545,426,36,BMW X3 SUV 2012
2010,dataset\cars_train\02011.jpg,318,76,1193,711,190,Volkswagen Golf Hatchback 1991
2011,dataset\cars_train\02012.jpg,128,71,417,292,89,Dodge Dakota Crew Cab 2010
2012,dataset\cars_train\02013.jpg,73,56,591,395,167,Nissan Leaf Hatchback 2012
2013,dataset\cars_train\02014.jpg,96,222,647,420,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
2014,dataset\cars_train\02015.jpg,35,114,550,327,15,Audi V8 Sedan 1994
2015,dataset\cars_train\02016.jpg,65,122,568,325,76,Chrysler Sebring Convertible 2010
2016,dataset\cars_train\02017.jpg,33,200,1001,661,91,Dodge Magnum Wagon 2008
2017,dataset\cars_train\02018.jpg,210,82,944,734,31,BMW X5 SUV 2007
2018,dataset\cars_train\02019.jpg,54,69,546,379,51,Cadillac SRX SUV 2012
2019,dataset\cars_train\02020.jpg,103,335,1151,784,100,Ferrari FF Coupe 2012
2020,dataset\cars_train\02021.jpg,7,59,390,328,145,Jeep Wrangler SUV 2012
2021,dataset\cars_train\02022.jpg,133,61,582,318,62,Chevrolet Sonic Sedan 2012
2022,dataset\cars_train\02023.jpg,43,49,266,176,81,Daewoo Nubira Wagon 2002
2023,dataset\cars_train\02024.jpg,20,110,415,294,147,Jeep Grand Cherokee SUV 2012
2024,dataset\cars_train\02025.jpg,10,42,310,180,21,Audi S5 Coupe 2012
2025,dataset\cars_train\02026.jpg,154,74,593,444,123,HUMMER H3T Crew Cab 2010
2026,dataset\cars_train\02027.jpg,69,123,1073,705,27,BMW 1 Series Coupe 2012
2027,dataset\cars_train\02028.jpg,24,96,414,317,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012
2028,dataset\cars_train\02029.jpg,6,14,216,107,30,BMW 6 Series Convertible 2007
2029,dataset\cars_train\02030.jpg,29,51,259,187,117,GMC Terrain SUV 2012
2030,dataset\cars_train\02031.jpg,33,12,226,191,124,HUMMER H2 SUT Crew Cab 2009
2031,dataset\cars_train\02032.jpg,12,99,380,216,15,Audi V8 Sedan 1994
2032,dataset\cars_train\02033.jpg,19,34,241,158,33,BMW M3 Coupe 2012
2033,dataset\cars_train\02034.jpg,10,27,310,134,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
2034,dataset\cars_train\02035.jpg,11,123,500,358,119,GMC Yukon Hybrid SUV 2012
2035,dataset\cars_train\02036.jpg,47,89,639,395,118,GMC Savana Van 2012
2036,dataset\cars_train\02037.jpg,115,164,1342,669,101,Ferrari California Convertible 2012
2037,dataset\cars_train\02038.jpg,70,3,617,337,95,Dodge Charger Sedan 2012
2038,dataset\cars_train\02039.jpg,22,159,977,588,193,Volvo 240 Sedan 1993
2039,dataset\cars_train\02040.jpg,24,59,294,221,96,Dodge Charger SRT-8 2009
2040,dataset\cars_train\02041.jpg,73,278,1010,659,20,Audi S5 Convertible 2012
2041,dataset\cars_train\02042.jpg,181,124,1780,1057,26,BMW 1 Series Convertible 2012
2042,dataset\cars_train\02043.jpg,132,89,940,686,145,Jeep Wrangler SUV 2012
2043,dataset\cars_train\02044.jpg,129,165,793,545,22,Audi S4 Sedan 2012
2044,dataset\cars_train\02045.jpg,135,86,463,300,176,Rolls-Royce Phantom Sedan 2012
2045,dataset\cars_train\02046.jpg,24,123,618,354,31,BMW X5 SUV 2007
2046,dataset\cars_train\02047.jpg,43,50,136,90,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
2047,dataset\cars_train\02048.jpg,27,17,297,209,75,Chrysler Aspen SUV 2009
2048,dataset\cars_train\02049.jpg,30,57,400,309,123,HUMMER H3T Crew Cab 2010
2049,dataset\cars_train\02050.jpg,30,65,331,199,0,AM General Hummer SUV 2000
2050,dataset\cars_train\02051.jpg,54,135,1461,822,193,Volvo 240 Sedan 1993
2051,dataset\cars_train\02052.jpg,26,98,372,219,46,Buick Regal GS 2012
2052,dataset\cars_train\02053.jpg,22,12,245,178,110,Ford Ranger SuperCab 2011
2053,dataset\cars_train\02054.jpg,183,4,1186,780,195,smart fortwo Convertible 2012
2054,dataset\cars_train\02055.jpg,22,160,580,385,10,Aston Martin Virage Coupe 2012
2055,dataset\cars_train\02056.jpg,32,11,456,307,23,Audi S4 Sedan 2007
2056,dataset\cars_train\02057.jpg,36,161,611,355,101,Ferrari California Convertible 2012
2057,dataset\cars_train\02058.jpg,12,67,496,266,8,Aston Martin V8 Vantage Coupe 2012
2058,dataset\cars_train\02059.jpg,269,339,884,671,22,Audi S4 Sedan 2012
2059,dataset\cars_train\02060.jpg,11,52,595,293,67,Chevrolet TrailBlazer SS 2009
2060,dataset\cars_train\02061.jpg,43,110,646,427,182,Suzuki SX4 Hatchback 2012
2061,dataset\cars_train\02062.jpg,31,52,453,239,173,Ram C/V Cargo Van Minivan 2012
2062,dataset\cars_train\02063.jpg,39,113,467,320,34,BMW M5 Sedan 2010
2063,dataset\cars_train\02064.jpg,2,22,296,199,147,Jeep Grand Cherokee SUV 2012
2064,dataset\cars_train\02065.jpg,73,163,674,401,1,Acura RL Sedan 2012
2065,dataset\cars_train\02066.jpg,46,315,1249,943,97,Eagle Talon Hatchback 1998
2066,dataset\cars_train\02067.jpg,241,78,1105,781,193,Volvo 240 Sedan 1993
2067,dataset\cars_train\02068.jpg,32,56,783,453,15,Audi V8 Sedan 1994
2068,dataset\cars_train\02069.jpg,1,550,2320,2506,167,Nissan Leaf Hatchback 2012
2069,dataset\cars_train\02070.jpg,74,38,375,289,94,Dodge Durango SUV 2007
2070,dataset\cars_train\02071.jpg,21,2,233,100,126,Honda Odyssey Minivan 2007
2071,dataset\cars_train\02072.jpg,250,205,1092,759,144,Jeep Patriot SUV 2012
2072,dataset\cars_train\02073.jpg,122,176,929,611,159,McLaren MP4-12C Coupe 2012
2073,dataset\cars_train\02074.jpg,18,67,496,342,85,Dodge Ram Pickup 3500 Crew Cab 2010
2074,dataset\cars_train\02075.jpg,9,16,294,156,76,Chrysler Sebring Convertible 2010
2075,dataset\cars_train\02076.jpg,17,69,247,157,160,Mercedes-Benz 300-Class Convertible 1993
2076,dataset\cars_train\02077.jpg,2,78,478,249,76,Chrysler Sebring Convertible 2010
2077,dataset\cars_train\02078.jpg,82,307,1369,1036,95,Dodge Charger Sedan 2012
2078,dataset\cars_train\02079.jpg,45,181,2582,1848,74,Chevrolet Silverado 1500 Regular Cab 2012
2079,dataset\cars_train\02080.jpg,128,30,855,596,132,Hyundai Veracruz SUV 2012
2080,dataset\cars_train\02081.jpg,37,61,756,504,31,BMW X5 SUV 2007
2081,dataset\cars_train\02082.jpg,205,77,595,295,57,Chevrolet Traverse SUV 2012
2082,dataset\cars_train\02083.jpg,51,116,630,371,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
2083,dataset\cars_train\02084.jpg,328,260,1610,935,150,Lamborghini Aventador Coupe 2012
2084,dataset\cars_train\02085.jpg,13,40,257,143,115,Ford E-Series Wagon Van 2012
2085,dataset\cars_train\02086.jpg,51,68,595,381,191,Volkswagen Beetle Hatchback 2012
2086,dataset\cars_train\02087.jpg,19,533,3220,1953,29,BMW 3 Series Wagon 2012
2087,dataset\cars_train\02088.jpg,2,2,300,208,117,GMC Terrain SUV 2012
2088,dataset\cars_train\02089.jpg,19,64,471,259,122,Geo Metro Convertible 1993
2089,dataset\cars_train\02090.jpg,42,79,613,480,153,Land Rover Range Rover SUV 2012
2090,dataset\cars_train\02091.jpg,15,93,632,373,71,Chevrolet Monte Carlo Coupe 2007
2091,dataset\cars_train\02092.jpg,31,9,435,244,183,Suzuki SX4 Sedan 2012
2092,dataset\cars_train\02093.jpg,19,91,482,311,112,Ford F-150 Regular Cab 2012
2093,dataset\cars_train\02094.jpg,89,43,542,339,145,Jeep Wrangler SUV 2012
2094,dataset\cars_train\02095.jpg,90,189,1495,820,5,Acura Integra Type R 2001
2095,dataset\cars_train\02096.jpg,33,156,736,524,43,Bentley Continental Flying Spur Sedan 2007
2096,dataset\cars_train\02097.jpg,18,1,999,507,74,Chevrolet Silverado 1500 Regular Cab 2012
2097,dataset\cars_train\02098.jpg,15,17,636,440,57,Chevrolet Traverse SUV 2012
2098,dataset\cars_train\02099.jpg,14,31,272,198,64,Chevrolet Avalanche Crew Cab 2012
2099,dataset\cars_train\02100.jpg,66,64,598,385,88,Dodge Journey SUV 2012
2100,dataset\cars_train\02101.jpg,17,39,237,156,52,Cadillac Escalade EXT Crew Cab 2007
2101,dataset\cars_train\02102.jpg,20,23,274,196,173,Ram C/V Cargo Van Minivan 2012
2102,dataset\cars_train\02103.jpg,34,262,766,650,195,smart fortwo Convertible 2012
2103,dataset\cars_train\02104.jpg,25,215,625,411,172,Porsche Panamera Sedan 2012
2104,dataset\cars_train\02105.jpg,10,142,465,309,179,Spyker C8 Coupe 2009
2105,dataset\cars_train\02106.jpg,129,94,502,382,75,Chrysler Aspen SUV 2009
2106,dataset\cars_train\02107.jpg,23,57,232,186,64,Chevrolet Avalanche Crew Cab 2012
2107,dataset\cars_train\02108.jpg,53,122,993,553,146,Jeep Liberty SUV 2012
2108,dataset\cars_train\02109.jpg,31,51,635,399,47,Buick Rainier SUV 2007
2109,dataset\cars_train\02110.jpg,116,141,535,367,95,Dodge Charger Sedan 2012
2110,dataset\cars_train\02111.jpg,20,7,239,174,4,Acura TSX Sedan 2012
2111,dataset\cars_train\02112.jpg,95,84,612,391,113,Ford F-150 Regular Cab 2007
2112,dataset\cars_train\02113.jpg,109,39,980,590,58,Chevrolet Camaro Convertible 2012
2113,dataset\cars_train\02114.jpg,9,37,651,477,22,Audi S4 Sedan 2012
2114,dataset\cars_train\02115.jpg,11,37,441,206,50,Cadillac CTS-V Sedan 2012
2115,dataset\cars_train\02116.jpg,26,66,379,258,29,BMW 3 Series Wagon 2012
2116,dataset\cars_train\02117.jpg,1,79,1918,1120,152,Lamborghini Diablo Coupe 2001
2117,dataset\cars_train\02118.jpg,509,458,1031,686,100,Ferrari FF Coupe 2012
2118,dataset\cars_train\02119.jpg,44,162,605,360,114,Ford Focus Sedan 2007
2119,dataset\cars_train\02120.jpg,44,63,448,253,141,Infiniti QX56 SUV 2011
2120,dataset\cars_train\02121.jpg,143,114,546,374,67,Chevrolet TrailBlazer SS 2009
2121,dataset\cars_train\02122.jpg,29,63,602,324,101,Ferrari California Convertible 2012
2122,dataset\cars_train\02123.jpg,74,88,517,354,136,Hyundai Genesis Sedan 2012
2123,dataset\cars_train\02124.jpg,9,97,493,252,3,Acura TL Type-S 2008
2124,dataset\cars_train\02125.jpg,21,77,622,466,73,Chevrolet Silverado 1500 Extended Cab 2012
2125,dataset\cars_train\02126.jpg,7,20,298,197,142,Isuzu Ascender SUV 2008
2126,dataset\cars_train\02127.jpg,31,98,380,226,37,BMW Z4 Convertible 2012
2127,dataset\cars_train\02128.jpg,63,328,1223,755,133,Hyundai Sonata Hybrid Sedan 2012
2128,dataset\cars_train\02129.jpg,20,23,280,164,147,Jeep Grand Cherokee SUV 2012
2129,dataset\cars_train\02130.jpg,42,89,588,377,18,Audi TT Hatchback 2011
2130,dataset\cars_train\02131.jpg,81,140,524,337,188,Toyota 4Runner SUV 2012
2131,dataset\cars_train\02132.jpg,26,290,996,610,90,Dodge Dakota Club Cab 2007
2132,dataset\cars_train\02133.jpg,126,143,907,715,116,Ford Fiesta Sedan 2012
2133,dataset\cars_train\02134.jpg,147,149,905,654,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
2134,dataset\cars_train\02135.jpg,67,103,533,366,86,Dodge Ram Pickup 3500 Quad Cab 2009
2135,dataset\cars_train\02136.jpg,128,33,515,309,130,Hyundai Santa Fe SUV 2012
2136,dataset\cars_train\02137.jpg,19,118,557,340,136,Hyundai Genesis Sedan 2012
2137,dataset\cars_train\02138.jpg,20,272,982,633,163,Mercedes-Benz E-Class Sedan 2012
2138,dataset\cars_train\02139.jpg,2,3,217,117,160,Mercedes-Benz 300-Class Convertible 1993
2139,dataset\cars_train\02140.jpg,35,176,492,480,60,Chevrolet Impala Sedan 2007
2140,dataset\cars_train\02141.jpg,14,164,1011,615,102,Ferrari 458 Italia Convertible 2012
2141,dataset\cars_train\02142.jpg,74,70,251,170,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
2142,dataset\cars_train\02143.jpg,8,76,3640,2675,171,Plymouth Neon Coupe 1999
2143,dataset\cars_train\02144.jpg,37,82,594,380,25,BMW ActiveHybrid 5 Sedan 2012
2144,dataset\cars_train\02145.jpg,112,7,853,717,0,AM General Hummer SUV 2000
2145,dataset\cars_train\02146.jpg,8,14,294,142,106,Ford Mustang Convertible 2007
2146,dataset\cars_train\02147.jpg,74,114,585,432,177,Scion xD Hatchback 2012
2147,dataset\cars_train\02148.jpg,95,124,617,401,132,Hyundai Veracruz SUV 2012
2148,dataset\cars_train\02149.jpg,57,107,611,421,47,Buick Rainier SUV 2007
2149,dataset\cars_train\02150.jpg,55,82,564,338,168,Nissan NV Passenger Van 2012
2150,dataset\cars_train\02151.jpg,206,135,1543,1076,148,Jeep Compass SUV 2012
2151,dataset\cars_train\02152.jpg,4,51,458,291,26,BMW 1 Series Convertible 2012
2152,dataset\cars_train\02153.jpg,208,47,483,364,165,Mercedes-Benz Sprinter Van 2012
2153,dataset\cars_train\02154.jpg,67,62,212,185,28,BMW 3 Series Sedan 2012
2154,dataset\cars_train\02155.jpg,86,38,197,151,44,Bugatti Veyron 16.4 Convertible 2009
2155,dataset\cars_train\02156.jpg,54,55,305,220,122,Geo Metro Convertible 1993
2156,dataset\cars_train\02157.jpg,156,175,484,332,117,GMC Terrain SUV 2012
2157,dataset\cars_train\02158.jpg,37,39,486,273,101,Ferrari California Convertible 2012
2158,dataset\cars_train\02159.jpg,56,200,514,396,143,Jaguar XK XKR 2012
2159,dataset\cars_train\02160.jpg,63,5,940,723,168,Nissan NV Passenger Van 2012
2160,dataset\cars_train\02161.jpg,49,38,575,447,148,Jeep Compass SUV 2012
2161,dataset\cars_train\02162.jpg,40,134,759,463,101,Ferrari California Convertible 2012
2162,dataset\cars_train\02163.jpg,104,325,1180,776,169,Nissan Juke Hatchback 2012
2163,dataset\cars_train\02164.jpg,108,49,600,327,30,BMW 6 Series Convertible 2007
2164,dataset\cars_train\02165.jpg,49,35,565,439,23,Audi S4 Sedan 2007
2165,dataset\cars_train\02166.jpg,23,113,617,367,116,Ford Fiesta Sedan 2012
2166,dataset\cars_train\02167.jpg,185,454,1947,1129,106,Ford Mustang Convertible 2007
2167,dataset\cars_train\02168.jpg,54,246,678,553,100,Ferrari FF Coupe 2012
2168,dataset\cars_train\02169.jpg,52,27,575,418,64,Chevrolet Avalanche Crew Cab 2012
2169,dataset\cars_train\02170.jpg,12,6,314,202,113,Ford F-150 Regular Cab 2007
2170,dataset\cars_train\02171.jpg,32,305,1595,981,17,Audi 100 Wagon 1994
2171,dataset\cars_train\02172.jpg,49,49,203,164,33,BMW M3 Coupe 2012
2172,dataset\cars_train\02173.jpg,184,284,840,696,104,Fisker Karma Sedan 2012
2173,dataset\cars_train\02174.jpg,366,293,1817,1222,144,Jeep Patriot SUV 2012
2174,dataset\cars_train\02175.jpg,12,58,297,192,43,Bentley Continental Flying Spur Sedan 2007
2175,dataset\cars_train\02176.jpg,17,111,358,240,16,Audi 100 Sedan 1994
2176,dataset\cars_train\02177.jpg,22,30,625,531,100,Ferrari FF Coupe 2012
2177,dataset\cars_train\02178.jpg,15,77,454,272,126,Honda Odyssey Minivan 2007
2178,dataset\cars_train\02179.jpg,103,180,587,434,119,GMC Yukon Hybrid SUV 2012
2179,dataset\cars_train\02180.jpg,205,192,617,352,167,Nissan Leaf Hatchback 2012
2180,dataset\cars_train\02181.jpg,31,74,549,384,47,Buick Rainier SUV 2007
2181,dataset\cars_train\02182.jpg,35,54,564,361,122,Geo Metro Convertible 1993
2182,dataset\cars_train\02183.jpg,28,2,608,423,194,Volvo XC90 SUV 2007
2183,dataset\cars_train\02184.jpg,95,30,492,256,179,Spyker C8 Coupe 2009
2184,dataset\cars_train\02185.jpg,47,208,997,667,19,Audi S6 Sedan 2011
2185,dataset\cars_train\02186.jpg,56,67,420,284,177,Scion xD Hatchback 2012
2186,dataset\cars_train\02187.jpg,28,8,183,138,142,Isuzu Ascender SUV 2008
2187,dataset\cars_train\02188.jpg,58,1,582,373,29,BMW 3 Series Wagon 2012
2188,dataset\cars_train\02189.jpg,36,331,857,692,162,Mercedes-Benz SL-Class Coupe 2009
2189,dataset\cars_train\02190.jpg,10,67,575,302,171,Plymouth Neon Coupe 1999
2190,dataset\cars_train\02191.jpg,1,28,272,157,155,Lincoln Town Car Sedan 2011
2191,dataset\cars_train\02192.jpg,61,45,752,502,144,Jeep Patriot SUV 2012
2192,dataset\cars_train\02193.jpg,52,42,504,315,173,Ram C/V Cargo Van Minivan 2012
2193,dataset\cars_train\02194.jpg,80,155,471,320,8,Aston Martin V8 Vantage Coupe 2012
2194,dataset\cars_train\02195.jpg,61,130,738,481,33,BMW M3 Coupe 2012
2195,dataset\cars_train\02196.jpg,62,210,673,475,121,GMC Canyon Extended Cab 2012
2196,dataset\cars_train\02197.jpg,180,78,600,402,157,Maybach Landaulet Convertible 2012
2197,dataset\cars_train\02198.jpg,100,86,304,276,180,Suzuki Aerio Sedan 2007
2198,dataset\cars_train\02199.jpg,4,56,395,229,103,Ferrari 458 Italia Coupe 2012
2199,dataset\cars_train\02200.jpg,70,117,461,330,59,Chevrolet HHR SS 2010
2200,dataset\cars_train\02201.jpg,91,107,937,561,159,McLaren MP4-12C Coupe 2012
2201,dataset\cars_train\02202.jpg,295,120,1199,519,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
2202,dataset\cars_train\02203.jpg,114,86,406,288,65,Chevrolet Cobalt SS 2010
2203,dataset\cars_train\02204.jpg,168,93,1131,699,172,Porsche Panamera Sedan 2012
2204,dataset\cars_train\02205.jpg,35,74,611,409,67,Chevrolet TrailBlazer SS 2009
2205,dataset\cars_train\02206.jpg,61,82,948,673,131,Hyundai Tucson SUV 2012
2206,dataset\cars_train\02207.jpg,18,23,639,387,72,Chevrolet Malibu Sedan 2007
2207,dataset\cars_train\02208.jpg,46,43,473,375,178,Spyker C8 Convertible 2009
2208,dataset\cars_train\02209.jpg,25,76,563,312,52,Cadillac Escalade EXT Crew Cab 2007
2209,dataset\cars_train\02210.jpg,24,77,267,186,155,Lincoln Town Car Sedan 2011
2210,dataset\cars_train\02211.jpg,41,135,365,300,115,Ford E-Series Wagon Van 2012
2211,dataset\cars_train\02212.jpg,45,116,547,393,73,Chevrolet Silverado 1500 Extended Cab 2012
2212,dataset\cars_train\02213.jpg,501,443,1088,706,136,Hyundai Genesis Sedan 2012
2213,dataset\cars_train\02214.jpg,13,14,301,155,17,Audi 100 Wagon 1994
2214,dataset\cars_train\02215.jpg,126,27,522,445,57,Chevrolet Traverse SUV 2012
2215,dataset\cars_train\02216.jpg,89,42,868,504,99,FIAT 500 Convertible 2012
